px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS	sensor
-12.5258	-8.41078	4.84979	-2.63547	-0.349781	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	1.79706	L
-12.7277	-8.49959	4.75795	-2.66141	-0.360446	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.64686	R
-13.0077	-8.58981	4.82811	-2.70304	-0.385919	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.52549	L
-13.2572	-8.69286	4.90952	-2.72716	-0.389764	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.8599	R
-13.4796	-8.73944	4.87216	-2.76521	-0.410987	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	1.97102	L
-13.6895	-8.78581	4.74978	-2.80118	-0.431565	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.77036	R
-13.9201	-8.89159	4.77488	-2.81257	-0.419881	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.860796	L
-14.1749	-8.98265	4.90553	-2.82861	-0.410198	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.91757	R
-14.4021	-9.09056	4.9141	-2.83368	-0.392952	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.588976	L
-14.6302	-9.16227	4.88163	-2.85343	-0.394253	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.296791	R
-14.9177	-9.16195	4.92643	-2.91046	-0.435087	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	2.23772	L
-15.1775	-9.23474	4.96504	-2.92754	-0.429337	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.48967	R
-15.4466	-9.34577	5.02403	-2.92813	-0.405661	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.22856	L
-15.6865	-9.37779	4.94068	-2.95996	-0.423177	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.13284	R
-15.946	-9.45897	4.97556	-2.96723	-0.407557	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.08068	L
-16.195	-9.4715	4.937	-3.00264	-0.426944	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.28959	R
-16.4464	-9.4657	4.93919	-3.04044	-0.445013	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.579811	L
-16.6603	-9.46967	4.85968	-3.06897	-0.455	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.11411	R
-16.946	-9.45329	4.92071	-3.10974	-0.47423	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.61996	L
-17.2001	-9.50934	4.97107	-3.1092	-0.44384	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.79412	R
-17.4619	-9.52528	4.99209	-3.12815	-0.440145	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.488309	L
-17.7185	-9.51652	4.97378	3.12548	-0.45158	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.69231	R
-17.9738	-9.48366	4.98549	3.09147	-0.463954	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.233144	L
-18.2153	-9.44992	4.94263	3.05713	-0.480464	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.712163	R
-18.4152	-9.49276	4.86435	3.06372	-0.447723	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.09906	L
-18.6517	-9.47991	4.88552	3.04895	-0.435503	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.72488	R
-18.9012	-9.46871	4.8933	3.03285	-0.429318	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.269092	L
-19.1312	-9.43106	4.89831	3.01099	-0.426743	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.94582	R
-19.3787	-9.31249	4.92766	2.9543	-0.464883	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	3.09824	L
-19.6101	-9.24065	4.88585	2.91666	-0.48604	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.17145	R
-19.8648	-9.11632	4.93564	2.86439	-0.515957	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.49052	L
-20.1024	-9.01592	4.95124	2.82644	-0.528727	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	5.02102	R
-20.2693	-9.14287	4.75542	2.88379	-0.440179	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	14.1707	L
-20.5085	-9.10067	4.779	2.8734	-0.424609	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.5956	R
-20.7309	-9.00338	4.78433	2.83904	-0.43863	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.716423	L
-20.9734	-8.92331	4.80144	2.81369	-0.443939	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.49744	R
-21.1685	-8.85497	4.74873	2.79475	-0.440599	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.19019	L
-21.4015	-8.76905	4.75193	2.76971	-0.446727	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.94644	R
-21.5921	-8.74347	4.66881	2.77116	-0.421591	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.56535	L
-21.7804	-8.61099	4.59049	2.71817	-0.469013	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.43906	R
-21.9841	-8.53154	4.57258	2.7014	-0.461953	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.101047	L
-22.1935	-8.42533	4.60794	2.6809	-0.453512	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.02583	R
-22.4277	-8.32184	4.64892	2.66155	-0.44996	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.33083	L
-22.6172	-8.21032	4.61229	2.6333	-0.460072	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.86817	R
-22.8629	-7.96231	4.78558	2.56286	-0.509541	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	6.37947	L
-23.0522	-7.81742	4.73642	2.51957	-0.542698	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.76567	R
-23.2851	-7.63461	4.83338	2.48211	-0.553022	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.35399	L
-23.4851	-7.49175	4.87028	2.46786	-0.528489	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.5534	R
-23.6509	-7.34898	4.829	2.4422	-0.527966	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.659849	L
-23.8423	-7.18711	4.85422	2.41865	-0.521505	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.877839	R
-24.0007	-7.09754	4.74689	2.4143	-0.499958	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	1.96432	L
-24.1686	-6.9166	4.74841	2.37688	-0.517504	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.0338	R
-24.3342	-6.65884	4.84985	2.31993	-0.54871	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.4031	L
-24.5012	-6.48305	4.83316	2.28806	-0.56166	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.54234	R
-24.5966	-6.3498	4.69898	2.26341	-0.559053	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.23242	L
-24.7367	-6.16254	4.69522	2.23203	-0.563178	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.323519	R
-24.9219	-5.95195	4.77465	2.20687	-0.559582	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.75035	L
-25.0526	-5.74709	4.78335	2.17514	-0.561584	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.87114	R
-25.1847	-5.57626	4.74445	2.15463	-0.554224	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.289177	L
-25.3374	-5.38935	4.76815	2.14493	-0.525159	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.28651	R
-25.4828	-5.16036	4.82541	2.11635	-0.527114	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.640828	L
-25.6132	-4.98349	4.80719	2.11048	-0.492864	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.42889	R
-25.7255	-4.81297	4.74482	2.09269	-0.486338	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.531958	L
-25.8468	-4.60654	4.75624	2.07387	-0.475705	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.269838	R
-25.9598	-4.35881	4.81447	2.04153	-0.48407	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.536865	L
-26.0701	-4.13822	4.8007	2.00187	-0.520388	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	10.9787	R
-26.1634	-3.84876	4.90571	1.95951	-0.536374	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.93506	L
-26.2382	-3.61121	4.89275	1.91183	-0.576981	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.60646	R
-26.2681	-3.34467	4.91304	1.86182	-0.597921	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.41335	L
-26.3178	-3.099	4.912	1.81731	-0.623058	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.634233	R
-26.3425	-2.86732	4.88022	1.77771	-0.631719	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.50504	L
-26.3995	-2.64071	4.8656	1.75362	-0.621427	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.3643	R
-26.474	-2.49617	4.7241	1.74649	-0.599587	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.71819	L
-26.5283	-2.26134	4.73697	1.72751	-0.580414	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.942526	R
-26.5777	-2.06832	4.67373	1.70841	-0.571402	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.11915	L
-26.608	-1.83324	4.68117	1.687	-0.554528	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.00208	R
-26.6065	-1.58168	4.7039	1.649	-0.56444	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.17163	L
-26.6041	-1.35361	4.6873	1.60844	-0.586561	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.68419	R
-26.6078	-1.12617	4.67508	1.57906	-0.586751	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0206813	L
-26.6364	-0.903657	4.66233	1.56276	-0.571252	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.10734	R
-26.6476	-0.648929	4.70423	1.53881	-0.566199	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.586519	L
-26.6354	-0.406549	4.7217	1.50215	-0.584944	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.28375	R
-26.5908	-0.105027	4.83562	1.46238	-0.593968	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.66833	L
-26.5712	0.135386	4.84032	1.43323	-0.597634	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.75705	R
-26.5476	0.432503	4.94333	1.40781	-0.591908	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.56	L
-26.5346	0.670895	4.92606	1.39687	-0.562301	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.79514	R
-26.5259	0.954692	4.9984	1.38253	-0.547916	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	2.87455	L
-26.4875	1.21619	5.01294	1.37319	-0.510334	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.23006	R
-26.4296	1.45011	4.99411	1.34534	-0.512816	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0990382	L
-26.3912	1.66651	4.93693	1.33223	-0.491162	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.58623	R
-26.3354	1.87298	4.87901	1.30771	-0.491765	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.430214	L
-26.2681	2.10408	4.8752	1.28096	-0.496342	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.195668	R
-26.2056	2.29251	4.79586	1.25633	-0.496974	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.835007	L
-26.1431	2.51766	4.7757	1.24414	-0.472855	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.945721	R
-26.0633	2.76124	4.80776	1.22189	-0.471161	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.130624	L
-25.9697	2.98489	4.82636	1.18464	-0.500245	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.70992	R
-25.8668	3.26886	4.93539	1.16298	-0.495788	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.49019	L
-25.7839	3.4992	4.93707	1.14437	-0.490001	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.16088	R
-25.6785	3.69766	4.89528	1.11663	-0.493673	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.249989	L
-25.5624	3.905	4.88263	1.08695	-0.501058	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.12083	R
-25.4964	4.07998	4.79048	1.07222	-0.492125	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.83289	L
-25.3738	4.28088	4.7825	1.04374	-0.497423	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.590005	R
-25.2138	4.50244	4.83147	1.00986	-0.505621	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.01193	L
-25.0636	4.69739	4.81253	0.984336	-0.495577	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.92377	R
-24.9456	4.89063	4.79228	0.963899	-0.4916	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.43904	L
-24.7899	5.08113	4.79421	0.934291	-0.495231	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.29446	R
-24.6209	5.29847	4.85333	0.90749	-0.496292	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.927908	L
-24.4493	5.47887	4.87813	0.867226	-0.522851	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.938934	R
-24.2627	5.65234	4.8835	0.831248	-0.532509	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.22407	L
-24.0972	5.81444	4.87557	0.79643	-0.548317	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.25508	R
-23.9242	5.97435	4.85827	0.766078	-0.551574	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.061522	L
-23.7805	6.15486	4.78298	0.767613	-0.498367	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.60999	R
-23.6139	6.30964	4.76326	0.742259	-0.499218	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0827184	L
-23.4658	6.47871	4.72092	0.734684	-0.471721	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.84999	R
-23.2372	6.70858	4.87312	0.718269	-0.461438	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.36564	L
-23.0432	6.84833	4.8417	0.691859	-0.459278	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.56545	R
-22.8279	7.02364	4.90077	0.668931	-0.458112	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.00269	L
-22.6164	7.15997	4.91408	0.635085	-0.473179	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.45862	R
-22.4316	7.30367	4.89852	0.614776	-0.470134	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.316821	L
-22.2015	7.43559	4.97234	0.571799	-0.505327	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.43758	R
-22.0199	7.5968	4.97479	0.561691	-0.490138	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.1368	L
-21.8359	7.7649	4.93925	0.564954	-0.44737	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.8842	R
-21.6278	7.90708	4.95145	0.546866	-0.442845	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0844449	L
-21.4385	8.03907	4.91129	0.534873	-0.42742	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.72964	R
-21.2162	8.07247	4.82309	0.482274	-0.460328	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.33937	L
-21.0265	8.21953	4.76004	0.489527	-0.410225	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	6.51081	R
-20.8474	8.37113	4.76422	0.488729	-0.39026	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.26113	L
-20.6056	8.48506	4.83903	0.459298	-0.408392	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.32832	R
-20.3533	8.62662	4.92107	0.445924	-0.399843	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.4081	L
-20.1571	8.75239	4.85466	0.448267	-0.362528	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	2.10299	R
-19.9586	8.853	4.82441	0.432374	-0.360774	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.591318	L
-19.7626	8.96589	4.76068	0.431615	-0.331012	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	1.63285	R
-19.5403	9.03916	4.74472	0.405455	-0.340968	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.456968	L
-19.3005	9.14675	4.80047	0.388957	-0.3429	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.49488	R
-19.0105	9.24417	4.90024	0.365775	-0.347511	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	5.99232	L
-18.7955	9.32574	4.87871	0.348341	-0.348484	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.65821	R
-18.5375	9.43199	4.93975	0.336652	-0.341726	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.81306	L
-18.2714	9.46721	5.00653	0.288306	-0.388603	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	5.51807	R
-17.9743	9.60347	5.1421	0.287833	-0.367182	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	3.31149	L
-17.729	9.69566	5.10963	0.286123	-0.338026	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	2.97537	R
-17.4515	9.80629	5.18715	0.281317	-0.324461	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	1.05503	L
-17.2026	9.88528	5.19444	0.268259	-0.321506	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.447503	R
-16.9285	10.0098	5.27138	0.271695	-0.300529	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	1.2749	L
-16.6723	10.0796	5.27322	0.257176	-0.299484	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.0438568	R
-16.4251	10.1842	5.28948	0.257314	-0.283989	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	1.30585	L
-16.1664	10.2556	5.306	0.243487	-0.285804	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.494957	R
-15.9356	10.2751	5.23624	0.215406	-0.300656	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.842834	L
-15.6879	10.3407	5.21196	0.208639	-0.287186	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.309181	R
-15.4724	10.3293	5.11071	0.17328	-0.309883	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	1.8446	L
-15.1722	10.3598	5.23651	0.141168	-0.340162	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	7.76412	R
-14.9123	10.4137	5.24885	0.131208	-0.332744	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.226874	L
-14.6713	10.4464	5.14775	0.127146	-0.303235	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.48307	R
-14.4321	10.4104	5.08654	0.0875744	-0.329421	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	2.14499	L
-14.1721	10.435	5.09051	0.0738389	-0.324481	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.55096	R
-13.8617	10.5866	5.24281	0.107554	-0.26982	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	7.88995	L
-13.6088	10.6454	5.18883	0.116804	-0.231481	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	2.28867	R
-13.3608	10.6425	5.15911	0.0933009	-0.24433	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.493645	L
-13.0981	10.6682	5.17281	0.0816959	-0.244278	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.202184	R
-12.8418	10.761	5.20307	0.0971993	-0.215076	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	4.17971	L
-12.5776	10.8116	5.20374	0.100293	-0.195178	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.5282	R
-12.3459	10.7761	5.13455	0.0679356	-0.219334	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.74715	L
-12.0915	10.8111	5.11003	0.0695549	-0.198593	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.738708	R
-11.8435	10.8747	5.11865	0.0773235	-0.180196	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	2.247	L
-11.567	10.896	5.15103	0.0699275	-0.177272	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.67486	R
-11.3391	10.9093	5.10317	0.0595952	-0.179236	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.782268	L
-11.072	10.8487	5.20236	0.000783654	-0.26096	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	9.29673	R
-10.778	10.8237	5.24911	-0.0207548	-0.269206	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.70115	L
-10.5223	10.8204	5.23421	-0.0319194	-0.265565	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.185026	R
-10.2903	10.8143	5.18795	-0.0444072	-0.26533	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	1.01613	L
-10.0457	10.8646	5.0877	-0.017678	-0.200335	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	6.66078	R
-9.78357	10.9117	5.11563	-0.00765182	-0.179187	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	2.17612	L
-9.55635	10.8907	5.05549	-0.0225218	-0.183449	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	3.90943	R
-9.29386	10.9174	5.08084	-0.0188912	-0.169981	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.787667	L
-9.05104	10.8966	5.04253	-0.0300069	-0.168137	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.59431	R
-8.78432	10.9285	5.07744	-0.0228279	-0.151807	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	1.15141	L
-8.54758	10.8852	5.03496	-0.0435868	-0.164053	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	6.28744	R
-8.38611	10.8059	4.86931	-0.0803997	-0.194686	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	4.79695	L
-8.13824	10.8156	4.85505	-0.0728377	-0.168786	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.59938	R
-7.79452	10.8642	5.03834	-0.0512155	-0.136099	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	5.83237	L
-7.53415	10.864	5.02361	-0.0445625	-0.111219	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	2.24314	R
-7.25564	10.8528	5.0704	-0.04856	-0.109268	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.623583	L
-7.02169	10.8836	4.99608	-0.0251838	-0.0615487	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	4.15431	R
