px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS	sensor
0.798652	14.6978	4.91312	-2.11742	0.343264	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	6.91291e-310	L
0.713595	14.4379	4.97187	-2.07348	0.37275	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.56246	R
0.595746	14.2198	4.97187	-2.05484	0.37275	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	6.91291e-310	L
0.370743	13.9666	5.15706	-2.0437	0.382554	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	3.59226	R
0.255386	13.7368	5.15706	-2.02457	0.382554	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	6.91291e-310	L
0.134101	13.4965	5.22346	-1.99816	0.397144	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	1.08982	R
0.028082	13.2586	5.22346	-1.9783	0.397144	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	6.91291e-310	L
-0.142924	13.0541	5.1857	-1.98774	0.367339	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.1923	R
-0.245875	12.8169	5.1857	-1.96938	0.367339	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	6.91291e-310	L
-0.460686	12.5856	5.18061	-1.99188	0.325913	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	2.43533	R
-0.56475	12.3491	5.18061	-1.97558	0.325913	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	6.91291e-310	L
-0.766265	12.1624	5.1754	-1.99625	0.293643	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	2.40501	R
-0.871446	11.9267	5.1754	-1.98157	0.293643	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	6.91291e-310	L
-1.0647	11.6912	5.21444	-1.99375	0.270945	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.57053	R
-1.17022	11.4534	5.21444	-1.9802	0.270945	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	6.91291e-310	L
-1.2058	11.2211	5.09934	-1.96529	0.256461	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	3.4938	R
-1.30243	10.9857	5.09934	-1.95246	0.256461	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	6.91291e-310	L
-1.34471	10.7469	5.11712	-1.91687	0.28266	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.03482	R
-1.42997	10.5062	5.11712	-1.90273	0.28266	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	6.91291e-310	L
-1.52967	10.2278	5.18714	-1.88527	0.290301	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	0.925196	R
-1.60828	9.98119	5.18714	-1.87075	0.290301	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	6.91291e-310	L
-1.66898	9.7745	5.10098	-1.86283	0.277695	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	1.19825	R
-1.7409	9.53035	5.10098	-1.84894	0.277695	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	6.91291e-310	L
-1.93651	9.27421	5.2034	-1.86747	0.255546	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.03992	R
-2.01115	9.02553	5.2034	-1.85469	0.255546	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	6.91291e-310	L
-2.06057	8.83305	5.09525	-1.84889	0.240733	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	2.19515	R
-2.12921	8.58822	5.09525	-1.83685	0.240733	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	6.91291e-310	L
-2.34833	8.31143	5.20002	-1.87053	0.201753	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.46447	R
-2.42401	8.06318	5.20002	-1.86044	0.201753	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	6.91291e-310	L
-2.41218	7.90758	5.05187	-1.83472	0.210612	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.83341	R
-2.47697	7.66387	5.05187	-1.82419	0.210612	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	6.91291e-310	L
-2.73968	7.41135	5.10509	-1.88917	0.133483	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.6625	R
-2.81892	7.16912	5.10509	-1.88249	0.133483	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	6.91291e-310	L
-2.83475	6.96177	5.05016	-1.85408	0.156188	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.16598	R
-2.90454	6.71946	5.05016	-1.84627	0.156188	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	6.91291e-310	L
-2.9144	6.51475	4.90305	-1.84181	0.133711	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.8329	R
-2.9794	6.27869	4.90305	-1.83513	0.133711	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	6.91291e-310	L
-3.15713	6.01462	5.01587	-1.86014	0.109447	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	2.96818	R
-3.22817	5.77441	5.01587	-1.85467	0.109447	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	6.91291e-310	L
-3.34608	5.50294	5.03422	-1.87842	0.0684159	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.8839	R
-3.42201	5.26324	5.03422	-1.875	0.0684159	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	6.91291e-310	L
-3.47848	5.01532	5.03629	-1.86219	0.07985	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.178847	R
-3.55045	4.77426	5.03629	-1.8582	0.07985	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	6.91291e-310	L
-3.68162	4.48886	5.08782	-1.88905	0.030215	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	3.76679	R
-3.76113	4.24744	5.08782	-1.88754	0.030215	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	6.91291e-310	L
-3.86952	4.00271	5.12157	-1.89137	0.029012	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	0.74656	R
-3.9501	3.75984	5.12157	-1.88992	0.029012	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	6.91291e-310	L
-4.07181	3.57866	5.0645	-1.91872	-0.0143864	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	3.45239	R
-4.15826	3.34083	5.0645	-1.91944	-0.0143864	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	6.91291e-310	L
-4.29872	3.0469	5.17615	-1.94275	-0.0459907	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	2.05401	R
-4.39306	2.80607	5.17615	-1.94505	-0.0459907	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	6.91291e-310	L
-4.48133	2.53075	5.21626	-1.9413	-0.0380734	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.574509	R
-4.57597	2.28788	5.21626	-1.94321	-0.0380734	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	6.91291e-310	L
-4.68305	2.03446	5.24634	-1.96999	-0.0864828	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.47754	R
-4.78547	1.79313	5.24634	-1.97431	-0.0864828	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	6.91291e-310	L
-4.92473	1.51078	5.35024	-1.99192	-0.108149	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	1.3267	R
-5.03465	1.26706	5.35024	-1.99733	-0.108149	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	6.91291e-310	L
-5.12089	1.05562	5.27237	-1.99788	-0.100849	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.77519	R
-5.23057	0.816074	5.27237	-2.00292	-0.100849	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	6.91291e-310	L
-5.29005	0.459605	5.40855	-1.98147	-0.0744123	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	6.54964	R
-5.39832	0.211983	5.40855	-1.98519	-0.0744123	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	6.91291e-310	L
-5.52225	-0.00881695	5.34213	-1.97943	-0.0463769	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.35796	R
-5.62845	-0.253687	5.34213	-1.98175	-0.0463769	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	6.91291e-310	L
-5.75122	-0.384597	5.18736	-2.00968	-0.0768206	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	2.95075	R
-5.86166	-0.619056	5.18736	-2.01352	-0.0768206	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	6.91291e-310	L
-5.94237	-0.857614	5.22354	-2.02655	-0.104265	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	6.62294	R
-6.0577	-1.09171	5.22354	-2.03176	-0.104265	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	6.91291e-310	L
-6.10409	-1.40914	5.29352	-2.00632	-0.0729427	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	3.8999	R
-6.21594	-1.64876	5.29352	-2.00997	-0.0729427	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	6.91291e-310	L
-6.3528	-1.8884	5.39187	-2.03675	-0.115791	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.39708	R
-6.47435	-2.12875	5.39187	-2.04254	-0.115791	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	6.91291e-310	L
-6.6521	-2.30023	5.31935	-2.07195	-0.137536	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	2.58146	R
-6.78039	-2.5329	5.31935	-2.07882	-0.137536	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	6.91291e-310	L
-6.9502	-2.73544	5.31697	-2.10246	-0.15654	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.808678	R
-7.08555	-2.9639	5.31697	-2.11029	-0.15654	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	6.91291e-310	L
-7.19973	-3.19578	5.28255	-2.10866	-0.143312	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.367699	R
-7.33551	-3.42195	5.28255	-2.11582	-0.143312	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	6.91291e-310	L
-7.48023	-3.71328	5.3458	-2.10544	-0.121621	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	3.05104	R
-7.61676	-3.94266	5.3458	-2.11152	-0.121621	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	6.91291e-310	L
-7.74723	-4.12956	5.31	-2.12828	-0.134953	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	1.46528	R
-7.88807	-4.35417	5.31	-2.13503	-0.134953	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	6.91291e-310	L
-8.03499	-4.57259	5.29842	-2.1431	-0.135338	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.0491618	R
-8.17881	-4.79458	5.29842	-2.14987	-0.135338	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	6.91291e-310	L
-8.32071	-4.97929	5.18086	-2.15693	-0.127983	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	1.97267	R
-8.46427	-5.1944	5.18086	-2.16333	-0.127983	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	6.91291e-310	L
-8.62814	-5.28151	5.01738	-2.20007	-0.153586	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	4.27144	R
-8.77612	-5.48352	5.01738	-2.20775	-0.153586	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	6.91291e-310	L
-8.94091	-5.67865	5.01923	-2.22001	-0.157793	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.124287	R
-9.09296	-5.87771	5.01923	-2.2279	-0.157793	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	6.91291e-310	L
-9.22745	-5.9658	4.87656	-2.25567	-0.174763	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.85618	R
-9.38203	-6.15371	4.87656	-2.26441	-0.174763	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	6.91291e-310	L
-9.57237	-6.33813	4.89769	-2.28122	-0.182216	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.744317	R
-9.73241	-6.52277	4.89769	-2.29033	-0.182216	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	6.91291e-310	L
-10.0356	-6.6159	4.96065	-2.35438	-0.234763	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	5.92084	R
-10.2111	-6.79029	4.96065	-2.36612	-0.234763	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	6.91291e-310	L
-10.3881	-6.93874	4.98236	-2.38486	-0.242696	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.22034	R
-10.5697	-7.10837	4.98236	-2.397	-0.242696	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	6.91291e-310	L
-10.8063	-7.1984	4.99328	-2.43993	-0.271079	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	1.4722	R
-10.9975	-7.35795	4.99328	-2.45348	-0.271079	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	6.91291e-310	L
-11.1695	-7.4989	4.96207	-2.46672	-0.271051	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	0.651152	R
-11.3636	-7.65226	4.96207	-2.48027	-0.271051	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	6.91291e-310	L
-11.5603	-7.74823	4.92389	-2.50761	-0.283297	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.14694	R
-11.759	-7.89231	4.92389	-2.52178	-0.283297	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	6.91291e-310	L
-11.9532	-7.98162	4.80877	-2.54824	-0.293905	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.49904	R
-12.1529	-8.11424	4.80877	-2.56293	-0.293905	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	6.91291e-310	L
-12.3935	-8.23219	4.92623	-2.58623	-0.30017	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.2371	R
-12.603	-8.3601	4.92623	-2.60124	-0.30017	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	6.91291e-310	L
-12.8105	-8.40725	4.80174	-2.63753	-0.319552	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	2.02643	R
-13.0209	-8.52114	4.80174	-2.6535	-0.319552	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	6.91291e-310	L
-13.3194	-8.59343	4.8927	-2.69193	-0.335573	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.60349	R
-13.5398	-8.69751	4.8927	-2.70871	-0.335573	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	6.91291e-310	L
-13.7666	-8.66551	4.74296	-2.76632	-0.373369	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.98364	R
-13.9873	-8.74998	4.74296	-2.78499	-0.373369	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	6.91291e-310	L
-14.2497	-8.8606	4.88108	-2.79394	-0.358839	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.56418	R
-14.4791	-8.94125	4.88108	-2.81188	-0.358839	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	6.91291e-310	L
-14.6761	-9.06375	4.84114	-2.81535	-0.349719	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.548004	R
-14.9053	-9.13886	4.84114	-2.83284	-0.349719	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	6.91291e-310	L
-15.1706	-9.26956	4.88071	-2.8392	-0.340436	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.49707	R
-15.4033	-9.33976	4.88071	-2.85622	-0.340436	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	6.91291e-310	L
-15.6672	-9.34796	4.81411	-2.89898	-0.365546	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.02186	R
-15.9005	-9.40317	4.81411	-2.91726	-0.365546	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	6.91291e-310	L
-16.2162	-9.31393	4.82173	-2.98503	-0.404714	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	1.75367	R
-16.4538	-9.34866	4.82173	-3.00526	-0.404714	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	6.91291e-310	L
-16.6142	-9.38062	4.73251	-3.02176	-0.407213	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	4.18885	R
-16.8485	-9.40605	4.73251	-3.04212	-0.407213	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	6.91291e-310	L
-17.0128	-9.7044	4.74379	-2.97655	-0.339868	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.69509	R
-17.2463	-9.74083	4.74379	-2.99354	-0.339868	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	6.91291e-310	L
-17.5614	-9.66987	4.762	-3.04878	-0.370368	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	2.96262	R
-17.7977	-9.68922	4.762	-3.0673	-0.370368	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	6.91291e-310	L
-18.0815	-9.57441	4.74541	-3.13101	-0.409006	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	1.37524	R
-18.3178	-9.57402	4.74541	3.13173	-0.409006	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	6.91291e-310	L
-18.5201	-9.60588	4.74565	3.12876	-0.392064	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.07178	R
-18.7564	-9.60001	4.74565	3.10916	-0.392064	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	6.91291e-310	L
-18.984	-9.51755	4.76116	3.07559	-0.397825	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.14531	R
-19.2204	-9.499	4.76116	3.0557	-0.397825	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	6.91291e-310	L
-19.5037	-9.30789	4.75933	2.97885	-0.446899	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.96213	R
-19.7371	-9.26629	4.75933	2.9565	-0.446899	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	6.91291e-310	L
-20.0671	-8.94029	4.86045	2.85856	-0.497141	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	5.22854	R
-20.2986	-8.8692	4.86045	2.8337	-0.497141	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	6.91291e-310	L
-20.4951	-8.97936	4.81954	2.86347	-0.455381	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	2.65557	R
-20.7251	-8.9102	4.81954	2.8407	-0.455381	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	6.91291e-310	L
-21.0201	-8.76029	4.87722	2.79699	-0.470016	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.48352	R
-21.2478	-8.67488	4.87722	2.77348	-0.470016	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	6.91291e-310	L
-21.5077	-8.56403	4.89366	2.73959	-0.482116	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.72173	R
-21.7309	-8.46528	4.89366	2.71548	-0.482116	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	6.91291e-310	L
-21.9637	-8.13448	4.92309	2.61713	-0.550185	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	4.39257	R
-22.1742	-8.00808	4.92309	2.58962	-0.550185	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	6.91291e-310	L
-22.37	-7.91056	4.92195	2.58553	-0.519259	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.55734	R
-22.5765	-7.77775	4.92195	2.55956	-0.519259	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	6.91291e-310	L
-22.7207	-7.78022	4.82469	2.55707	-0.511295	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.93106	R
-22.9194	-7.64433	4.82469	2.5315	-0.511295	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	6.91291e-310	L
-23.1023	-7.57005	4.75933	2.49885	-0.539405	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	4.27986	R
-23.29	-7.42467	4.75933	2.47188	-0.539405	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	6.91291e-310	L
-23.4918	-7.28311	4.78909	2.46573	-0.506191	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.43867	R
-23.676	-7.1308	4.78909	2.44042	-0.506191	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	6.91291e-310	L
-23.8841	-6.92651	4.83581	2.41387	-0.499349	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.450803	R
-24.0619	-6.7633	4.83581	2.3889	-0.499349	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	6.91291e-310	L
-24.2487	-6.48585	4.89255	2.33948	-0.518621	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	0.827219	R
-24.4157	-6.30773	4.89255	2.31355	-0.518621	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	6.91291e-310	L
-24.5748	-6.23882	4.82233	2.29189	-0.536433	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	4.57645	R
-24.7308	-6.05553	4.82233	2.26507	-0.536433	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	6.91291e-310	L
-24.8491	-5.87402	4.79694	2.22937	-0.549899	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.711595	R
-24.9927	-5.6823	4.79694	2.20187	-0.549899	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	6.91291e-310	L
-25.1144	-5.42188	4.82533	2.16356	-0.553504	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.31218	R
-25.2458	-5.21993	4.82533	2.13589	-0.553504	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	6.91291e-310	L
-25.3993	-5.10545	4.78682	2.13871	-0.520417	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.4107	R
-25.5248	-4.90203	4.78682	2.11268	-0.520417	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	6.91291e-310	L
-25.6022	-4.98529	4.59219	2.135	-0.481893	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.91834	R
-25.7221	-4.78979	4.59219	2.11091	-0.481893	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	6.91291e-310	L
-25.8432	-4.571	4.61125	2.08981	-0.473237	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.18528	R
-25.9546	-4.36948	4.61125	2.06614	-0.473237	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	6.91291e-310	L
-26.0985	-4.17809	4.60928	2.02367	-0.517851	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.0402	R
-26.1961	-3.96962	4.60928	1.99778	-0.517851	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	6.91291e-310	L
-26.2766	-3.7337	4.62026	1.94091	-0.569687	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.83886	R
-26.3566	-3.51726	4.62026	1.91242	-0.569687	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	6.91291e-310	L
-26.3932	-3.22075	4.6666	1.85028	-0.612772	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	1.73812	R
-26.4537	-2.99564	4.6666	1.81964	-0.612772	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	6.91291e-310	L
-26.4975	-2.85378	4.60815	1.79184	-0.61868	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	0.700074	R
-26.5442	-2.62837	4.60815	1.7609	-0.61868	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	6.91291e-310	L
-26.6046	-2.32703	4.65875	1.73573	-0.601388	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.928096	R
-26.6391	-2.09686	4.65875	1.70566	-0.601388	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	6.91291e-310	L
-26.6548	-1.81018	4.68232	1.68177	-0.579482	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.54436	R
-26.6772	-1.57731	4.68232	1.6528	-0.579482	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	6.91291e-310	L
-26.6567	-1.44232	4.61317	1.61195	-0.605766	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.73414	R
-26.6625	-1.2119	4.61317	1.58166	-0.605766	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	6.91291e-310	L
-26.7175	-1.08085	4.54943	1.56989	-0.593858	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	3.85606	R
-26.7138	-0.853564	4.54943	1.5402	-0.593858	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	6.91291e-310	L
-26.7123	-0.612238	4.57466	1.50178	-0.612141	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.39422	R
-26.6929	-0.384483	4.57466	1.47117	-0.612141	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	6.91291e-310	L
-26.6847	-0.147007	4.59307	1.43886	-0.619545	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.00342	R
-26.6509	0.0799921	4.59307	1.40789	-0.619545	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	6.91291e-310	L
-26.6518	0.279974	4.55828	1.39746	-0.591189	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	2.10359	R
-26.6092	0.503713	4.55828	1.3679	-0.591189	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	6.91291e-310	L
-26.5555	0.701716	4.50248	1.35991	-0.54756	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	6.04389	R
-26.5054	0.921045	4.50248	1.33253	-0.54756	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	6.91291e-310	L
